Affiliations	Record Count	% of 94,965
UNIVERSITY OF MANITOBA	144	0.152
IHE DELFT INSTITUTE FOR WATER EDUCATION	143	0.151
PILOT NATL LAB MARINE SCI TECHNOL QINGDAO	143	0.151
UNIVERSITE DE TOULON	143	0.151
IHCANTABRIA INSTITUTO DE HIDRAULICA AMBIENTAL DE LA UNIVERSIDAD DE CANTABRIA	142	0.150
UNIVERSITY OF COLOGNE	142	0.150
INDIAN INSTITUTE OF TECHNOLOGY IIT BOMBAY	141	0.148
LEIBNIZ INSTITUT FUR OSTSEEFORSCHUNG WARNEMUNDE	141	0.148
VIRGINIA POLYTECHNIC INSTITUTE STATE UNIVERSITY	141	0.148
SOUTHERN MARINE SCI ENGN GUANGDONG LAB	140	0.147
ANTARCTIC CLIMATE ECOSYST COOPERAT RES CTR	138	0.145
CSIC INSTITUTO DE INVESTIGACIONES MARINAS IIM	138	0.145
MINIST EDUC	138	0.145
SAINT PETERSBURG STATE UNIVERSITY	138	0.145
NATIONAL INSTITUTE FOR ENVIRONMENTAL STUDIES JAPAN	136	0.143
CHINA UNIVERSITY OF PETROLEUM	135	0.142
EARTH SPACE RES	135	0.142
SHANGHAI OCEAN UNIVERSITY	135	0.142
UNIVERSITY OF CONNECTICUT	135	0.142
CHINESE ACADEMY OF METEOROLOGICAL SCIENCES CAMS	134	0.141
ECOLE NORMALE SUPERIEURE DE LYON ENS DE LYON	134	0.141
ILICHEV PACIFIC OCEANOLOGICAL INSTITUTE	134	0.141
NERC NATIONAL CENTRE FOR EARTH OBSERVATION	134	0.141
UNIVERSIDAD CATOLICA DEL NORTE	134	0.141
TALLINN UNIVERSITY OF TECHNOLOGY	133	0.140
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	133	0.140
UNIVERSITY CENTRE SVALBARD UNIS	133	0.140
NANJING INSTITUTE OF GEOGRAPHY LIMNOLOGY CAS	132	0.139
SOUTHERN MARINE SCI ENGN GUANGDONG LAB GUANGZHO	132	0.139
UNIVERSITY OF HANNOVER	132	0.139
NASA AMES RESEARCH CENTER	131	0.138
CENTRO EURO MEDITERRANEO SUI CAMBIAMENTI CLIMATICI CMCC	130	0.137
PORTLAND STATE UNIVERSITY	130	0.137
PUSAN NATIONAL UNIVERSITY	130	0.137
NATIONAL UNIVERSITY OF LA PLATA	129	0.136
UNIVERSITY MASSACHUSETTS DARTMOUTH	129	0.136
UNIVERSITY OF TRIESTE	129	0.136
CERFACS	128	0.135
KU LEUVEN	128	0.135
NELSON MANDELA UNIVERSITY	128	0.135
STINGER GHAFFARIAN TECHNOLOGIES INC SGT	128	0.135
CAS CTR EXCELLENCE TIBETAN PLATEAU EARTH SCI	127	0.134
FLORIDA INTERNATIONAL UNIVERSITY	127	0.134
NATIONAL SPACE SCIENCE CENTER CAS	127	0.134
TOKYO UNIVERSITY OF MARINE SCIENCE TECHNOLOGY	127	0.134
SOUTHERN UNIVERSITY OF SCIENCE TECHNOLOGY	126	0.133
SWEDISH METEOROLOGICAL HYDROLOGICAL INSTITUTE	126	0.133
UNIVERSITY OF NOTTINGHAM	126	0.133
NIELS BOHR INSTITUTE	125	0.132
UNIVERSITI TEKNOLOGI MALAYSIA	125	0.132
UNIVERSITY OF VALENCIA	125	0.132
BRIGHAM YOUNG UNIVERSITY	124	0.131
CNRS INSTITUTE FOR ENGINEERING SYSTEMS SCIENCES INSIS	124	0.131
UNIVERSITY OF BIRMINGHAM	124	0.131
COLD REGIONS RESEARCH ENGINEERING LABORATORY CRREL	123	0.130
FUDAN UNIVERSITY	123	0.130
UNIVERSITE DE LILLE	123	0.130
UNIVERSITY OF SOUTH CAROLINA	123	0.130
UNIVERSITY OF VIRGINIA	123	0.130
AGROPARISTECH	122	0.128
CHANG AN UNIVERSITY	121	0.127
COLLEGE DE FRANCE	121	0.127
LUND UNIVERSITY	121	0.127
NORTHUMBRIA UNIVERSITY	121	0.127
TOKYO INSTITUTE OF TECHNOLOGY	121	0.127
UNIVERSITY COLLEGE DUBLIN	121	0.127
AUSTRALIAN INSTITUTE OF MARINE SCIENCE	120	0.126
CANADIAN FOREST SERVICE	120	0.126
INSTITUTE TECHNOLOGY OF BANDUNG	120	0.126
UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA	120	0.126
MIDDLE EAST TECHNICAL UNIVERSITY	119	0.125
NATIONAL INSTITUTE OF TECHNOLOGY NIT SYSTEM	119	0.125
UNIVERSITY OF SOUTHERN MISSISSIPPI	119	0.125
YONSEI UNIVERSITY	119	0.125
COLLECTE LOCALISAT SATELLITES	118	0.124
PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE	118	0.124
RHODES UNIVERSITY	118	0.124
COUNCIL FOR SCIENTIFIC INDUSTRIAL RESEARCH CSIR SOUTH AFRICA	117	0.123
SIMON FRASER UNIVERSITY	117	0.123
UNIVERSITY OF MILAN	117	0.123
INSTITUTO POLITECNICO NACIONAL MEXICO	116	0.122
LAWRENCE BERKELEY NATIONAL LABORATORY	116	0.122
LAWRENCE LIVERMORE NATIONAL LABORATORY	116	0.122
NATIONAL SUN YAT SEN UNIVERSITY	116	0.122
POLAR RES INST CHINA	116	0.122
UNIVERSITY OF VIENNA	116	0.122
UNIVERSITY OF WYOMING	116	0.122
INSTITUTE OF APPLIED PHYSICS OF THE RUSSIAN ACADEMY OF SCIENCES	115	0.121
CENTRAL SOUTH UNIVERSITY	114	0.120
NORTHWESTERN UNIVERSITY	114	0.120
STATE UNIVERSITY OF NEW YORK SUNY ALBANY	114	0.120
UNIVERSITY OF SASKATCHEWAN	114	0.120
UNIVERSITY OF THE PHILIPPINES SYSTEM	113	0.119
ROYAL OBSERV BELGIUM	112	0.118
ROMA TRE UNIVERSITY	111	0.117
ROYAL INSTITUTE OF TECHNOLOGY	111	0.117
UNIVERSITY OF TECHNOLOGY SYDNEY	111	0.117
CARL VON OSSIETZKY UNIVERSITAT OLDENBURG	110	0.116
CITY COLLEGE OF NEW YORK CUNY	110	0.116
GOETHE UNIVERSITY FRANKFURT	110	0.116
HUMBOLDT UNIVERSITY OF BERLIN	110	0.116
ISTITUTO NAZIONALE ASTROFISICA INAF	110	0.116
UNIVERSITY OF URBINO	110	0.116
UTAH STATE UNIVERSITY	110	0.116
OPEN UNIVERSITY UK	109	0.115
UNIVERSIDAD POLITECNICA DE MADRID	109	0.115
IRKUTSK SCIENCE CENTRE OF THE RUSSIAN ACADEMY OF SCIENCES	108	0.114
RUPRECHT KARLS UNIVERSITY HEIDELBERG	108	0.114
CHALMERS UNIVERSITY OF TECHNOLOGY	107	0.113
GUANGDONG OCEAN UNIVERSITY	107	0.113
NATIONAL ACADEMY OF SCIENCES UKRAINE	107	0.113
UNIVERSITY OF GENOA	107	0.113
UNIVERSITY OF PISA	107	0.113
ABDUS SALAM INTERNATIONAL CENTRE FOR THEORETICAL PHYSICS ICTP	106	0.112
INDIANA UNIVERSITY SYSTEM	106	0.112
WASHINGTON UNIVERSITY WUSTL	106	0.112
HERIOT WATT UNIVERSITY	105	0.111
NATIONAL YANG MING CHIAO TUNG UNIVERSITY	105	0.111
YORK UNIVERSITY CANADA	105	0.111
ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE	104	0.110
HONG KONG UNIVERSITY OF SCIENCE TECHNOLOGY	104	0.110
STATE UNIVERSITY OF NEW YORK SUNY BUFFALO	104	0.110
UNIVERSITY OF ALABAMA TUSCALOOSA	104	0.110
UNIVERSITY OF THE PHILIPPINES DILIMAN	104	0.110
CHARLES UNIVERSITY PRAGUE	103	0.108
SAN DIEGO STATE UNIVERSITY	103	0.108
ARCTIC ANTARCTIC RESEARCH INSTITUTE	102	0.107
CSIC INSTITUTO DE CIENCIAS DEL ESPACIO ICE	102	0.107
NATIONAL REMOTE SENSING CENTRE NRSC	102	0.107
FLINDERS UNIVERSITY SOUTH AUSTRALIA	101	0.106
NATL MARINE ENVIRONM FORECASTING CTR	101	0.106
SCHMIDT INSTITUTE OF PHYSICS OF THE EARTH OF THE RUSSIAN ACADEMY OF SCIENCES	101	0.106
UNIVERSIDAD NACIONAL DE COLOMBIA	101	0.106
UNIVERSITY OF LA REUNION	101	0.106
IMT INSTITUT MINES TELECOM	100	0.105
UNIVERSIDAD AUSTRAL DE CHILE	100	0.105
UNIVERSITY OF FRIBOURG	100	0.105
UNIVERSITY OF NEVADA RENO	100	0.105
CGIAR	99	0.104
THE NATIONAL LAND SURVEY OF FINLAND	99	0.104
UNIVERSITY OF GOTTINGEN	99	0.104
AZTI	98	0.103
FRIEDRICH SCHILLER UNIVERSITY OF JENA	98	0.103
UNIVERSITY OF MISSOURI COLUMBIA	98	0.103
UNIVERSITY OF PRETORIA	98	0.103
HEBREW UNIVERSITY OF JERUSALEM	97	0.102
INSTITUT AGRO	97	0.102
NATIONAL TAIWAN NORMAL UNIVERSITY	97	0.102
PLANETARY SCI INST	97	0.102
FINNISH GEOSPATIAL RESEARCH INSTITUTE FGI	96	0.101
NANJING NORMAL UNIVERSITY	96	0.101
SENCKENBERG GESELLSCHAFT FUR NATURFORSCHUNG SGN	96	0.101
UNIVERSITE CLAUDE BERNARD LYON 1	96	0.101
UNIVERSITY OF GENEVA	96	0.101
CHIBA UNIVERSITY	95	0.100
UK CENTRE FOR ECOLOGY HYDROLOGY UKCEH	95	0.100
UNIVERSITY OF NEBRASKA SYSTEM	95	0.100
METEOROLOGICAL SERVICE OF CANADA	94	0.099
MONTANA STATE UNIVERSITY BOZEMAN	94	0.099
MONTANA STATE UNIVERSITY SYSTEM	94	0.099
PILOT NATL LAB MARINE SCI TECHNOL	94	0.099
PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO	94	0.099
RWTH AACHEN UNIVERSITY	94	0.099
UNIVERSITY OF NORTH CAROLINA WILMINGTON	94	0.099
UNIVERSITY OF QUEBEC MONTREAL	94	0.099
CHINA UNIVERSITY OF MINING TECHNOLOGY	93	0.098
CANADIAN CENTRE FOR CLIMATE MODELLING ANALYSIS CCCMA	92	0.097
CSIC GEOCIENCIAS BARCELONA GEO3BCN	92	0.097
UNIVERSITY OF CENTRAL FLORIDA	92	0.097
EAST CAROLINA UNIVERSITY	91	0.096
INDIAN INSTITUTE OF REMOTE SENSING IIRS	91	0.096
LOUGHBOROUGH UNIVERSITY	91	0.096
SMITHSONIAN NATIONAL MUSEUM OF NATURAL HISTORY	91	0.096
UNIVERSITE CLERMONT AUVERGNE UCA	91	0.096
UNIVERSITY OF LUXEMBOURG	91	0.096
UNIVERSITY OF ZAGREB	91	0.096
WOODS HOLE RESEARCH CENTER	91	0.096
ARMY ENGINEERING UNIVERSITY OF PLA	90	0.095
QUEENS UNIVERSITY CANADA	90	0.095
UNIVERSIDADE ESTADUAL PAULISTA	90	0.095
UNIVERSITY OF LAUSANNE	90	0.095
UNIVERSITY OF NEBRASKA LINCOLN	90	0.095
UNIVERSITY OF NEW BRUNSWICK	90	0.095
UNIVERSITY OF ROME TOR VERGATA	90	0.095
UNIVERSITY OF YORK UK	90	0.095
KOBE UNIVERSITY	89	0.094
CANADA CENTRE FOR MAPPING EARTH OBSERVATION CCMEO	88	0.093
CENTRE FOR ENVIRONMENT FISHERIES AQUACULTURE SCIENCE	88	0.093
HELMHOLTZ CENTER FOR ENVIRONMENTAL RESEARCH UFZ	88	0.093
STRATEGIC POLICY RESULTS SECTOR NATURAL RESOURCES CANADA	88	0.093
UNIVERSITA CA FOSCARI VENEZIA	88	0.093
UNIVERSITE PERPIGNAN VIA DOMITIA	88	0.093
UNIVERSITY OF PUERTO RICO	88	0.093
VIETNAM ACADEMY OF SCIENCE TECHNOLOGY VAST	88	0.093
WASHINGTON STATE UNIVERSITY	88	0.093
DEAKIN UNIVERSITY	87	0.092
ICREA	87	0.092
NORMANDIE UNIVERSITE	87	0.092
UNIVERSITY OF TENNESSEE SYSTEM	87	0.092
UNIVERSITY OF TEXAS AT SAN ANTONIO UTSA	87	0.092
NORTHWEST RESEARCH ASSOCIATES	86	0.091
UNIVERSIDADE DE BRASILIA	86	0.091
UNIVERSIDADE FEDERAL DO PARANA	86	0.091
KING ABDULAZIZ UNIVERSITY	85	0.090
L ISTITUTO PER L AMBIENTE MARINO COSTIERO IAMC CNR	85	0.090
UNIVERSITY OF BASQUE COUNTRY	85	0.090
UNIVERSITY OF MASSACHUSETTS BOSTON	85	0.090
UNIVERSITY OF PALERMO	85	0.090
UNIVERSITY OF TENNESSEE KNOXVILLE	85	0.090
ASTRONOMICAL INSTITUTE OF THE CZECH ACADEMY OF SCIENCES	84	0.088
DEFENCE RESEARCH DEVELOPMENT ORGANISATION DRDO	84	0.088
INDONESIAN INSTITUTE OF SCIENCES	84	0.088
KOREA ADVANCED INSTITUTE OF SCIENCE TECHNOLOGY KAIST	84	0.088
CHINA INSTITUTE OF WATER RESOURCES HYDROPOWER RESEARCH	83	0.087
NATURAL HISTORY MUSEUM LONDON	83	0.087
UNIVERSITY OF WARMIA MAZURY	83	0.087
INSTITUTE OF MOUNTAIN HAZARDS ENVIRONMENT CAS	82	0.086
JILIN UNIVERSITY	82	0.086
NORTHERN ARIZONA UNIVERSITY	82	0.086
UNIVERSITY OF KWAZULU NATAL	82	0.086
UNIVERSITY OF WAIKATO	82	0.086
YUNNAN UNIVERSITY	82	0.086
ZHEJIANG OCEAN UNIVERSITY	82	0.086
DUBLIN INSTITUTE FOR ADVANCED STUDIES	81	0.085
INDIAN INSTITUTE OF TECHNOLOGY IIT DELHI	81	0.085
NATIONAL INSTITUTE OF INFORMATION COMMUNICATIONS TECHNOLOGY NICT JAPAN	81	0.085
SHANDONG UNIVERSITY	81	0.085
UNIVERSIDAD DE GUADALAJARA	81	0.085
UNIVERSITE DE LILLE ISITE	81	0.085
CHINESE ACADEMY OF GEOLOGICAL SCIENCES	80	0.084
DALIAN UNIVERSITY OF TECHNOLOGY	80	0.084
HARBIN INSTITUTE OF TECHNOLOGY	80	0.084
IMT ATLANTIQUE	80	0.084
INSTITUTE OF DEEP SEA SCIENCE ENGINEERING CAS	80	0.084
INSTITUTE OF OCEANOLOGY OF THE POLISH ACADEMY OF SCIENCES	80	0.084
NATIONAL ASTRONOMICAL OBSERVATORY CAS	80	0.084
NATL SATELLITE OCEAN APPLICAT SERV	80	0.084
OBUKHOV INSTITUTE OF ATMOSPHERIC PHYSICS OF RUSSIAN ACADEMY OF SCIENCES	80	0.084
SWEDISH UNIVERSITY OF AGRICULTURAL SCIENCES	80	0.084
TEL AVIV UNIVERSITY	80	0.084
UNIVERSIDADE FEDERAL DE PERNAMBUCO	80	0.084
UNIVERSITY OF GLASGOW	80	0.084
UNIVERSITY OF NOTRE DAME	80	0.084
UNIVERSITY OF TSUKUBA	80	0.084
COCHIN UNIVERSITY SCIENCE TECHNOLOGY	79	0.083
EHIME UNIVERSITY	79	0.083
THALES GROUP	79	0.083
UNIVERSIDAD COSTA RICA	79	0.083
UNIVERSIDAD DE ALCALA	79	0.083
UNIVERSITY OF SANTIAGO DE COMPOSTELA	79	0.083
UNIVERSITY OF WITWATERSRAND	79	0.083
ANDHRA UNIVERSITY	78	0.082
AUSTRIAN ACADEMY OF SCIENCES	78	0.082
ISTITUTO NAZIONALE DI FISICA NUCLEARE INFN	78	0.082
K N TOOSI UNIVERSITY OF TECHNOLOGY	78	0.082
NORTHEASTERN UNIVERSITY	78	0.082
OAK RIDGE NATIONAL LABORATORY	78	0.082
STAZIONE ZOOLOGICA ANTON DOHRN DI NAPOLI	78	0.082
TOTAL SA	78	0.082
UNIVERSITY OF CALIFORNIA RIVERSIDE	78	0.082
EBERHARD KARLS UNIVERSITY OF TUBINGEN	77	0.081
INDIANA UNIVERSITY BLOOMINGTON	77	0.081
UNIVERSIDADE FEDERAL FLUMINENSE	77	0.081
UNIVERSITY OF SALAMANCA	77	0.081
GRADUATE UNIVERSITY FOR ADVANCED STUDIES JAPAN	76	0.080
INSTITUTO DEL MAR DEL PERU	76	0.080
INTERNATIONAL INSTITUTE FOR APPLIED SYSTEMS ANALYSIS IIASA	76	0.080
NORWEGIAN RESEARCH CENTRE NORCE	76	0.080
NORWEGIAN UNIVERSITY OF LIFE SCIENCES	76	0.080
SMITHSONIAN TROPICAL RESEARCH INSTITUTE	76	0.080
UNITED STATES ENVIRONMENTAL PROTECTION AGENCY	76	0.080
UNIVERSIDADE DE COIMBRA	76	0.080
UNIVERSITE PARIS EST CRETEIL VAL DE MARNE UPEC	76	0.080
EUROPEAN ORGANISATION FOR THE EXPLOITATION OF METEOROLOGICAL SATELLITES	75	0.079
MISSISSIPPI STATE UNIVERSITY	75	0.079
MONTPELLIER SUPAGRO	75	0.079
NATIONAL INSTITUTES OF NATURAL SCIENCES NINS JAPAN	75	0.079
NORTHWEST UNIVERSITY XI AN	75	0.079
PHYSICAL RESEARCH LABORATORY INDIA	75	0.079
RUSSIAN STATE HYDROMETEOROL UNIV	75	0.079
UNIVERSITY OF MUNSTER	75	0.079
UNIVERSITY OF SALENTO	75	0.079
UNIVERSITY OF TEXAS DALLAS	75	0.079
DESERT RESEARCH INSTITUTE NSHE	74	0.078
NATIONAL ASTRONOMICAL OBSERVATORY OF JAPAN NAOJ	74	0.078
NATIONAL UNIVERSITY OF IRELAND NUI GALWAY	74	0.078
NEW MEXICO INSTITUTE OF MINING TECHNOLOGY	74	0.078
POLYTECHNIC UNIVERSITY OF TURIN	74	0.078
TUSCIA UNIVERSITY	74	0.078
NATIONAL TECHNICAL UNIVERSITY OF ATHENS	73	0.077
SYDNEY INST MARINE SCI	73	0.077
TECHNICAL UNIVERSITY OF DARMSTADT	73	0.077
UNIVERSITY OF TARTU	73	0.077
INRIA	72	0.076
MARINE BIOLOGICAL ASSOCIATION UNITED KINGDOM	72	0.076
UNIVERSIDAD DE MALAGA	72	0.076
US FISH WILDLIFE SERVICE	72	0.076
NATURE CONSERVANCY	71	0.075
VERNADSKY INSTITUTE OF GEOCHEMISTRY ANALYTICAL CHEMISTRY	71	0.075
BIGELOW LABORATORY FOR OCEAN SCIENCES	70	0.074
CHINESE ACADEMY OF SURVEYING MAPPING	70	0.074
COLORADO SCHOOL OF MINES	70	0.074
INSTITUTE OF SOLAR TERRESTRIAL PHYSICS OF THE SIBERIAN BRANCH OF THE RUSSIAN ACADEMY OF SCIENCES	70	0.074
UNIVERSITE DE CAEN NORMANDIE	70	0.074
UNIVERSITY OF OVIEDO	70	0.074
GEOLOGICAL INSTITUTE RUSSIAN ACADEMY OF SCIENCES	69	0.073
INSTITUT NATIONAL POLYTECHNIQUE DE TOULOUSE	69	0.073
NATIONAL INSTITUTE OF OCEAN TECHNOLOGY NIOT	69	0.073
UNIVERSITY OF FREIBURG	69	0.073
UNIVERSITY OF IOWA	69	0.073
UNIVERSITY OF THE SUNSHINE COAST	69	0.073
UNIVERSITY OF WURZBURG	69	0.073
WADIA INSTITUTE OF HIMALAYAN GEOLOGY WIHG	69	0.073
CENTRUM BADAN KOSMICZNYCH POLISH ACADEMY OF SCIENCES	68	0.072
TOKAI UNIVERSITY	68	0.072
UNIVERSITY OF PUERTO RICO MAYAGUEZ	68	0.072
INDIAN INSTITUTE OF TECHNOLOGY IIT MADRAS	67	0.071
INST GEOL MINERO ESPANA	67	0.071
INSTITUTO PORTUGUES DO MAR E DA ATMOSFERA	67	0.071
ISLAMIC AZAD UNIVERSITY	67	0.071
KOCHI UNIVERSITY	67	0.071
LEIBNIZ ZENTRUM FUR MARINE TROPENFORSCHUNG ZMT	67	0.071
NATIONAL GEODETIC SURVEY NOAA	67	0.071
ROYAL DUTCH SHELL	67	0.071
SPACE RESEARCH CENTRE OF THE POLISH ACADEMY OF SCIENCES	67	0.071
SPACE RESEARCH INSTITUTE OF THE RUSSIAN ACADEMY OF SCIENCES	67	0.071
UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO	67	0.071
UNIVERSITY OF CINCINNATI	67	0.071
UNIVERSITY OF MILANO BICOCCA	67	0.071
BOSTON COLLEGE	66	0.069
CSIC UCM INSTITUTO DE GEOCIENCIAS IGEO	66	0.069
CTR ESTUDIOS CIENT	66	0.069
INDIAN INSTITUTE OF TECHNOLOGY INDIAN SCHOOL OF MINES DHANBAD	66	0.069
ISTITUTO DI RICERCA PER LA PROTEZIONE IDROGEOLOGICA IRPI CNR	66	0.069
KOREA INSTITUTE OF GEOSCIENCE MINERAL RESOURCES KIGAM	66	0.069
MOSS LANDING MARINE LABORATORIES	66	0.069
NATO NORTH ATLANTIC TREATY ORGANISATION	66	0.069
SOUTHWEST JIAOTONG UNIVERSITY	66	0.069
UNIVERSIDAD NACIONAL DE SAN JUAN	66	0.069
UNIVERSITE DU LITTORAL COTE D OPALE	66	0.069
UNIVERSITI MALAYA	66	0.069
UNIVERSITY OF NORTHERN BRITISH COLUMBIA	66	0.069
CHINA ACAD SPACE TECHNOL	65	0.068
INDIAN INSTITUTE OF GEOMAGNETISM IIG	65	0.068
INSTITUTE OF GEOPHYSICS OF THE POLISH ACADEMY OF SCIENCES	65	0.068
MICHIGAN TECHNOLOGICAL UNIVERSITY	65	0.068
UNIVERSITY OF SHERBROOKE	65	0.068
WESTERN UNIVERSITY UNIVERSITY OF WESTERN ONTARIO	65	0.068
COLLABORAT INNOVAT CTR GEOSPATIAL TECHNOL	64	0.067
FLORIDA ATLANTIC UNIVERSITY	64	0.067
GAMMA REMOTE SENSING AG	64	0.067
INDIAN INSTITUTE OF TECHNOLOGY IIT ROORKEE	64	0.067
JACOBS UNIVERSITY	64	0.067
MURDOCH UNIVERSITY	64	0.067
SERV HIDROG NAVAL	64	0.067
ST PETERSBURG SCIENTIFIC CENTRE OF THE RUSSIAN ACADEMY OF SCIENCES	64	0.067
BANARAS HINDU UNIVERSITY BHU	63	0.066
BEN GURION UNIVERSITY	63	0.066
EARTH SYSTEM SCIENCE ORGANIZATION ESSO	63	0.066
HESAM UNIVERSITE	63	0.066
INDIAN COUNCIL OF AGRICULTURAL RESEARCH ICAR	63	0.066
INHA UNIVERSITY	63	0.066
INSTITUTO ANTARTICO ARGENTINO	63	0.066
ITALIAN INSTITUTE FOR ENVIRONMENTAL PROTECTION RESEARCH ISPRA	63	0.066
JIANGSU CTR COLLABORAT INNOVAT GEOG INFORMAT RESO	63	0.066
KAGOSHIMA UNIVERSITY	63	0.066
SOUTH AFRICAN ENVIRONMENTAL OBSERVATION NETWORK SAEON	63	0.066
SOUTHWEST RESEARCH INSTITUTE	63	0.066
UNIVERSIDAD DE MAGALLANES	63	0.066
ARGONNE NATIONAL LABORATORY	62	0.065
GUANGZHOU INSTITUTE OF GEOCHEMISTRY CAS	62	0.065
GUILIN UNIVERSITY OF TECHNOLOGY	62	0.065
INSTITUTE OF GEODESY CARTOGRAPHY	62	0.065
MAYNOOTH UNIVERSITY	62	0.065
SECOND INST OCEANOG	62	0.065
UNIVERSITE DE LORRAINE	62	0.065
UNIVERSITY OF CALIFORNIA MERCED	62	0.065
XIDIAN UNIVERSITY	62	0.065
BOISE STATE UNIVERSITY	61	0.064
BP	61	0.064
CROATIAN INSTITUTE OF OCEANOGRAPHY FISHERIES IZOR	61	0.064
INSTITUT UNIVERSITAIRE DE FRANCE	61	0.064
NANJING FORESTRY UNIVERSITY	61	0.064
NOVA SOUTHEASTERN UNIVERSITY	61	0.064
PLA INFORMATION ENGINEERING UNIVERSITY	61	0.064
ROYAL MELBOURNE INSTITUTE OF TECHNOLOGY RMIT	61	0.064
SCOTTISH UNIVERSITIES RESEARCH REACTOR CENTER	61	0.064
UNIVERSITY OF GRAZ	61	0.064
UNIVERSITY OF GRONINGEN	61	0.064
UNIVERSITY OF HAIFA	61	0.064
SIGMA SPACE CORP	60	0.063
SWINBURNE UNIVERSITY OF TECHNOLOGY	60	0.063
UNIVERSIDAD DE JAEN	60	0.063
UNIVERSITI KEBANGSAAN MALAYSIA	60	0.063
UNIVERSITY OF WEST BOHEMIA PILSEN	60	0.063
CARLETON UNIVERSITY	59	0.062
CHUNGNAM NATIONAL UNIVERSITY	59	0.062
CONSERVATOIRE NATIONAL ARTS METIERS CNAM	59	0.062
JOHANNES GUTENBERG UNIVERSITY OF MAINZ	59	0.062
KANGWON NATIONAL UNIVERSITY	59	0.062
UNIVERSIDADE FEDERAL DA BAHIA	59	0.062
UNIVERSITY OF ELECTRONIC SCIENCE TECHNOLOGY OF CHINA	59	0.062
UNIVERSITY OF PENNSYLVANIA	59	0.062
UNIVERSITY OF STRATHCLYDE	59	0.062
ADAM MICKIEWICZ UNIVERSITY	58	0.061
INSTITUTE OF GEOGRAPHY RUSSIAN ACADEMY OF SCIENCES	58	0.061
NATL MARINE DATA INFORMAT SERV	58	0.061
NORTHEAST INSTITUTE OF GEOGRAPHY AGROECOLOGY CAS	58	0.061
OBSERV ROYAL BELGIQUE	58	0.061
UNIVERSITAT D ALACANT	58	0.061
UNIVERSITY OF LAPLAND	58	0.061
AUBURN UNIVERSITY	57	0.060
AUBURN UNIVERSITY SYSTEM	57	0.060
CHINA GEOLOGICAL SURVEY	57	0.060
INSTITUT NATIONAL DE LA RECHERCHE SCIENTIFIQUE INRS	57	0.060
LEIPZIG UNIVERSITY	57	0.060
NATIONAL OBSERVATORY OF ATHENS	57	0.060
QUEENSLAND UNIVERSITY OF TECHNOLOGY QUT	57	0.060
REMOTE SENSING SYST	57	0.060
SMITHSONIAN ASTROPHYSICAL OBSERVATORY	57	0.060
STOCKHOLM UNIV	57	0.060
UNIVERSITY OF AEGEAN	57	0.060
UNIVERSITY OF CATANIA	57	0.060
XI AN JIAOTONG UNIVERSITY	57	0.060
AUTONOMOUS UNIVERSITY OF MADRID	56	0.059
CHINESE ACADEMY OF FORESTRY	56	0.059
CITY UNIVERSITY OF HONG KONG	56	0.059
HIROSHIMA UNIVERSITY	56	0.059
ISTITUTO DI GEOSCIENZE E GEORISORSE IGG CNR	56	0.059
ISTITUTO PER IL RILEVAMENTO ELETTROMAGNETICO DELL AMBIENTE IREA CNR	56	0.059
NEW YORK UNIV ABU DHABI	56	0.059
RESEARCH CENTER JULICH	56	0.059
SCIENCE TECHNOLOGY FACILITIES COUNCIL STFC	56	0.059
SWISS FEDERAL INSTITUTE OF AQUATIC SCIENCE TECHNOLOGY EAWAG	56	0.059
TECHNICAL UNIVERSITY OF CRETE	56	0.059
TULANE UNIVERSITY	56	0.059
UNIVERSIDADE FEDERAL DE SANTA CATARINA UFSC	56	0.059
UNIVERSITAT SIEGEN	56	0.059
UNIVERSITE DE ORLEANS	56	0.059
UNIVERSITY OF CALABRIA	56	0.059
BEIJING INSTITUTE OF TECHNOLOGY	55	0.058
BULGARIAN ACADEMY OF SCIENCES	55	0.058
CHENGDU UNIVERSITY OF TECHNOLOGY	55	0.058
MNR	55	0.058
NATIONAL RESEARCH INSTITUTE OF ASTRONOMY GEOPHYSICS NRIAG	55	0.058
PUERTOS ESTADO	55	0.058
SEJONG UNIVERSITY	55	0.058
SOUTH DAKOTA STATE UNIVERSITY	55	0.058
UNIVERSITA DEGLI STUDI DI BARI ALDO MORO	55	0.058
UNIVERSITE DE FRANCHE COMTE	55	0.058
YANTAI INSTITUTE OF COASTAL ZONE RESEARCH CAS	55	0.058
GRAZ UNIVERSITY OF TECHNOLOGY	54	0.057
JAWAHARLAL NEHRU UNIVERSITY NEW DELHI	54	0.057
JOINT CTR GLOBAL CHANGE STUDIES	54	0.057
SHENZHEN UNIVERSITY	54	0.057
UNIVERSITI MALAYSIA TERENGGANU	54	0.057
UNIVERSITY OF ALABAMA HUNTSVILLE	54	0.057
UNIVERSITY OF OULU	54	0.057
BEDFORD INST OCEANOG	53	0.056
CSIC INSTITUTO DE CIENCIAS MARINAS DE ANDALUCIA ICMAN	53	0.056
INSTITUTE OF WATER PROBLEMS OF THE RUSSIAN ACADEMY OF SCIENCES	53	0.056
